מחוז,רשות מקומית ,שם האתר,כתובת,שנת תחילת טיפול,שנת       סיום      טיפול ,זיהום   גז קרקע  ,זיהום קרקע,דרגת זיהום לפני שיקום,סוג סקר,מקור הזיהום ,סוג מזהם מתכות ,סוג מזהם דלקים,סוג מזהם ממסים (לרבות מוכלרים),סוג מזהם שמנים,סוג מזהם חומרי נפץ,סוג מזהם חומרי הדברה,מיגון מבנים         
"ת""א",חולון,המנור 3,המנור 3,2008,2008,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,טרם נבדק
"ת""א",אזור,השדרה הירוקה  מאא248,ציר זבוטינסקי פינת שפירא,2013,2013,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",אזור,ויצמן חלפים,דרך השבעה 6,2000,2001,נבדק ואין זיהום,יש זיהום,כבד,שיקום ,מוסך,כן,כן,לא,כן,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",אזור,כהן דוד סחר חלפים,דרך השבעה ,2000,2001,נבדק ואין זיהום,יש זיהום,כבד,שיקום ,מוסך,לא,כן,לא,כן,לא,לא,טרם נבדק
"ת""א",אזור,כלף חלפים,דרך השבעה 14,2000,2001,נבדק ואין זיהום,יש זיהום,כבד,שיקום ,מוסך,לא,כן,לא,לא,לא,לא,טרם נבדק
"ת""א",חולון ,מפעל חמים וטעים- א.ת ,הסתת 7-9 א.ת,2015,2016,יש זיהום,יש זיהום,בינוני,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",חולון ,מפעל חמים וטעים- א.ת ,הסתת 7-9 א.ת,2015,2016,יש זיהום,יש זיהום,בינוני,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,טורי זהב 21-23,טורי זהב 21-23,2010,2010,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,י.ל. פרץ 35,י.ל. פרץ 35,2013,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,יגאל אלון 62,יגאל אלון 62,2010,2010,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,יד המעביר 8,יד המעביר 8,2010,2010,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,ידידיה פרנקל 17,ידידיה פרנקל 17,2013,2014,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,יהודה מרגוזה 15,יהודה מרגוזה 15,2012,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,יהושע ברטונוב 7,,2012,2013,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,יוקנעם 4,יוקנעם 4,2011,2012,לא נבדק ויש פוטנציאל ,יש זיהום,קל,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,יורם 30 גוש 6135 חלקה 56  ,יורם 30 גוש 6135 חלקה 56  ,2013,2013,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,קל,שיקום ,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,ת.ד. סונול מרכזים,קיבוץ גלויות 26,2011,2014,היה זיהום בעבר ששוקם,היה זיהום בעבר ששוקם,כבד,סקר קרקע,תחנות דלק,כן,כן,כן,כן,לא,לא,טרם נבדק
"ת""א",תל-אביב,ת.ד. פז התקווה,דרך ההגנה 42,2007,2011,יש זיהום ,לא נבדק ויש פוטנציאל,בינוני,סקר גז קרקע,תחנות דלק,לא,לא,כן,לא,לא,לא,טרם נבדק
"ת""א",תל-אביב,ת.ד. פז יריד קטנה,ישראל רוקח 103,2011,2014,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,תחנות דלק,לא,כן,כן,לא,לא,לא,טרם נבדק
"ת""א ",רמת-השרון,מתחם אלכסנדרוני - רש 214,אלכסנדרוני ,2012,2014,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מתחם ככר העליה- השוק הסיטונאי ,,2015,2016,יש זיהום,יש זיהום,כבד,סקר גז קרקע,,לא,כן,כן,,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מתחם ככר העליה- השוק הסיטונאי ,,2015,2016,יש זיהום,יש זיהום,כבד,סקר גז קרקע,,לא,כן,כן,,לא,לא,מיגון לאחר בדיקה
"ת""א",חולון,"המנור 18 - רג""א",המנור 18,2008,2010,יש זיהום ,יש זיהום,קל,סקר קרקע,מוסך,,כן,,,,,מיגון לאחר בדיקה
"ת""א",תל-אביב,שיכון עובדים,דובנוב פינת שאול המלך,2008,2008,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מתחם דרומי שוק הסיטונאי,קרליבך חשמונאים מנחם בגין,2013,2013,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מתחם וסרמן פוריה," פוריה 15,17 וסרמן 5,7",2011,2014,יש זיהום ,לא נבדק ויש פוטנציאל,קל,סקר גז קרקע,תעשייה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מתחם יהודה ימית ,יהודה ימית 20,2012,2016,נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,סקר קרקע,אחר,כן,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,נועם 5 יפו,נועם 5 יפו,2011,2012,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלאות 5,נחלאות 5 ,2012,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 108,נחלת בנימין 108,2010,2010,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 124,נחלת בנימין 124,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,"נת""ע-גן הצומת וגן ציבורי וולובלסקי",פרשת דרכים 6,2014,2016,נבדק ואין זיהום,היה זיהום בעבר ששוקם,קל,שיקום ,תחנות דלק,לא,כן,לא,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,עין הזיתים,עין הזיתים,2008,2008,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,סקר קרקע,אחר,לא,כן,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,עמיגור,"דרך השלום פינת ברונפלד שמעון 16-18, דרך השלום 98-100",2014,2015,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,פנורמה,דרך בן צבי 96,2004,2004,לא נבדק ויש פוטנציאל,היה זיהום בעבר ששוקם,בינוני,שיקום ,תעשיה,לא,כן,לא,לא,לא,לא,טרם נבדק
"ת""א",תל-אביב,קהילת קישנוב,קהילת קישנוב 3,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,קיבוץ גלויות 18,קיבוץ גלויות 18,2013,2014,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,קל אוטו,גולומב 34,2007,2008,יש זיהום ,נבדק ואין זיהום,קל,סקר קרקע,אחר,לא,לא,כן,לא,לא,לא,טרם נבדק
"ת""א",תל-אביב,ראול ולנברג,ראול ולנברג 16,2008,2011,נבדק ואין זיהום,היה זיהום בעבר ששוקם,בינוני,שיקום ,תעשיה,כן,כן,לא,כן,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,שדרות ירושלים 31,שדרות ירושלים 31,2013,2013,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,שלמה 6,שלמה 6,2012,2014,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,שיקום ,מוסך,כן,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,שפע טל 13 מבנה הברינקס,שפע טל 13 מבנה הברינקס,2011,2011,יש זיהום ,נבדק ואין זיהום,כבד,סקר קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,ת.ד. דור אלון לוינסקי - ,לוינסקי 84,2008,2014,יש זיהום ,היה זיהום בעבר ששוקם,כבד,סקר קרקע,תחנות דלק,לא,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,ת.ד. סונול יפת (טלאל) פרטי \ סונול ,יפת 146,2011,2013,יש זיהום ,יש זיהום,כבד,שיקום ,תחנות דלק,לא,כן,כן,כן,לא,לא,טרם נבדק
"ת""א",תל-אביב,עקיבא אייגר ,עקיבא אייגר 20-22,2010,2010,יש זיהום ,היה זיהום בעבר ששוקם,קל,סקר קרקע,אחר,לא,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,"אוניברסיטת ת""א - בניין הכימיה",חיים לבנון,2010,2012,יש זיהום ,נבדק ואין זיהום,קל,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,איילת השחר 5,איילת השחר 5,2010,2012,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,איילת השחר 6,איילת השחר 6,2010,2010,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,מתחם נוף אביה קיבוץ גלויות,אסירי ציון 1,2002,2002,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,,,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",בת ים,בי 4- 450 פרויקט מגדלי הים,,2015,2016,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הרבי מבכרך 40,הרבי מבכרך 40,2010,2011,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הרכבת 16 - מרחב ירקון - משטרת ישראל לשעבר,הרכבת 16,2013,2013,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הרכבת 58-68,הרכבת 58-68 (לפי 66),2008,2012,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הרצל 110,הרצל 110,2013,2013,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,הרצל 111,הרצל 112,2010,2011,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הרצל 47,הרצל 47,2010,2011,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,שיקום ,תעשיה,כן,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",בני-ברק,פרויקט פנאיר -הלחי 37 - 39 אמניר מגרש 21,הלחי 37-39,2010,2016,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בינימין 159,נחלת בנימין 159,2012,2012,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,סקר קרקע,אחר,כן,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,נחלת בנימין 137,נחלת בנימין 137,2009,2011,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 139,נחלת בנימין 139,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,נחלת בנימין 147,נחלת בנימין 147,2012,2012,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,סומייל דרום,ארלוזורוב 87,2014,2014,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר היסטורי,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,סטוצ'ינר/הדוגמא,עליית הנוער 50 ,1999,1999,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,כבד,סקר קרקע,תעשיה,כן,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,סלמה 65,סלמה 65,2013,2013,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,סנטרל פארק,שדרות ההשכלה 17,2007,2010,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,עולי ציון 18 יפו,עולי ציון 18,2011,2011,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,עין הקורא 1,עין הקורא 1,2010,2010,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,עמיעד 10,עמיעד 10,2012,2013,יש זיהום ,לא נבדק ויש פוטנציאל,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,עקיבא אייגר 12,עקיבא אייגר 12,2010,2010,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,עקיבא אייגר 20-22,עקיבא אייגר 20-22,2010,2010,יש זיהום ,היה זיהום בעבר ששוקם,קל,סקר קרקע,אחר,לא,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א ",גבעתיים,מגדלי גבע - ויצמן 65 / ריינס 1 - תבע גב / 508 - אולפני גבע,ויצמן 65 / ריינס 1 ,2009,2013,יש זיהום ,נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,כן,כן,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,דלה ריינה יוסף 19,דילה ריינה יוסף 19,2011,2011,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,דלה ריינה יוסף 20 גוש 6637 חלקה 391,דילה ריינה יוסף 20,2014,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,דרייפוס 1,דרייפוס 1,2012,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,דרך חיל השיריון 94 אסולין מתכות,דרך חיל השיריון 94 אסולין מתכות,2012,2013,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,תעשיה,לא,כן,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,דרך יפו 13 ,דרך יפו 13 ,2011,2011,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,דרך מנחם בגין 4,דרך מנחם בגין 4,2012,2013,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום ,סקר קרקע,תעשיה,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,רחוב דרור 2,דרור 2 יפו,2012,2012,יש זיהום ,לא נבדק ויש פוטנציאל,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,גוש 6490 חלקה 454- שער הקרייה,,2014,2014,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,,,כן,,,,מיגון לאחר בדיקה
"ת""א",רמת-גן,"תרע""ד 10",תרעד 10,2016,2016,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר היסטורי,,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",רמת-השרון,בסיס צבא - גלילות - קורת גג,צומת גלילות - רביע צפון מזרחי,2011,2011,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,קל,שיקום ,"צה""ל",לא,כן,כן,,לא,לא,טרם נבדק
"ת""א",תל-אביב,שחל 4,שחל 4,2013,2013,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,שטיבל 8,שטיבל 8,2012,2012,יש זיהום ,נבדק ואין זיהום,כבד,סקר קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,שלמה 8 - 6 ,שלמה 8 - 7,2012,2015,יש זיהום ,היה זיהום בעבר ששוקם,בינוני,סקר קרקע,מוסך,כן,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,שמעון בן שטח,שמעון בן שטח פינת 3762,2010,2010,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר קרקע,אחר,לא,לא,לא,לא,לא,לא,אין צורך במיגון
"ת""א",תל-אביב,ברזילי 12 ו-12 א ,"ברזילי 12, 12 א",2015,2015,יש זיהום,יש זיהום,בינוני,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",רמת-גן,"תרע""ד 12,14",תרעד 12-14,2016,2016,לא נבדק ויש פוטנציאל ,לא נבדק ואין זיהום,אין זיהום,סקר קרקע,,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",גבעתיים,ארלוזורוב 9,ארלוזורוב 9,2011,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,,,כן,,,,נבדק וניתן פטור ממיגון
"ת""א",גבעתיים,בורוכוב 33,בורוכוב 33,2011,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,,,כן,,,,נבדק וניתן פטור ממיגון
"ת""א",בני-ברק,עזרא 21 פינת שלמה המלך ,עזרא 21,2010,2010,נבדק ואין זיהום,נבדק ואין זיהום,אין זיהום,סקר היסטורי,,לא,לא,לא,לא,לא,לא,טרם נבדק
"ת""א",תל-אביב,מתחם אליפלט,"אליפלט, אילת ,3359 פינת הרבי מבכרך",2011,2014,יש זיהום ,היה זיהום בעבר ששוקם,כבד,סקר קרקע,תעשיה,כן,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מתחם השוק הסיטונאי - דרומי לב תא,מתחם השוק הסיטונאי - דרומי לב תא - מגרש 6,2013,2013,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,מתחם נוף אביה,אסירי ציון 1,2002,202,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,מתחם ניסקו סטודיו 54 -שלמה 54,שלמה 54,2010,2012,יש זיהום ,היה זיהום בעבר ששוקם,קל,סקר קרקע,מוסך,לא,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,אנילביץ 52,אנילביץ 52,2011,2016,יש זיהום ,היה זיהום בעבר ששוקם,כבד,שיקום ,מוסך,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,איסרליש 22,איסרליש 22,2005,2006,יש זיהום ,נבדק ואין זיהום,אין זיהום ,סקר גז קרקע,תעשייה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",גבעתיים,המעגל 15 ,המעגל 15,2013,2013,לא נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום ,פוטנציאל זיהום,,,,,,,,נבדק וניתן פטור ממיגון
"ת""א",בת ים,מ.מ.א.ל. ,הפלדה 2,1995,2006,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,שיקום ,תעשיה,כן,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",בני-ברק,מגדל ב.ס.ר.3,,2011,2014,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום ,סקר גז קרקע,תעשיה,לא,כן,כן,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",הרצלייה,הר 1985 א - חלקה 209,הרב קוק 105,2013,2013,יש זיהום ,נבדק ואין זיהום,כבד,,,לא,כן,לא,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,הגדוד העברי 43,הגדוד העברי 43,2015,2016,נבדק ואין זיהום,לא נבדק ויש פוטנציאל,אין זיהום,סקר גז קרקע,,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,החשמל 15,החשמל 15,2012,2012,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,החשמל 17,החשמל 17,2011,2012,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המחוגה 7,המחוגה 7,2012,2014,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,תעשיה,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המנור 10 פינת העמל,המנור 10 פינת עמל(לפי11),2011,2011,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המסגר 30,המסגר 30(לפי30א),2009,2010,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המסגר 32א - מתחם כדורי - תא 3881,המסגר 32א,2009,2012,יש זיהום ,יש זיהום,כבד,סקר קרקע,מוסך,כן,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המסגר 34-36,המסגר 34-37,2008,2013,יש זיהום ,היה זיהום בעבר ששוקם,קל,שיקום ,תעשיה,כן,כן,כן,כן,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המסגר 42,המסגר 42,2009,2010,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המסגר 6-8,המסגר 6-8,2010,2013,יש זיהום ,לא נבדק ויש פוטנציאל,בינוני,סקר גז קרקע,,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המערכה 25,המערכה 25,2013,2014,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,נבדק וניתן פטור ממיגון
"ת""א",תל-אביב,המרכולת 6,המרכולת 6,2009,2010,יש זיהום ,נבדק ואין זיהום,קל,סקר קרקע,אחר,לא,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,המרכולת 8,המרכולת 8,2008,2010,יש זיהום ,נבדק ואין זיהום,בינוני,סקר קרקע,אחר,כן,לא,כן,לא,לא,לא,מיגון לאחר בדיקה
"ת""א",תל-אביב,יסוד המעלה 57,יסוד המעלה 57,2011,2011,יש זיהום ,לא נבדק ואין זיהום,קל,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,יציאת אירופה 25 ,יציאת אירופה 25,2013,2013,נבדק ואין זיהום,לא נבדק ואין זיהום,אין זיהום,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,ישראל בק 31,ישראל בק 31,2011,2012,לא נבדק ויש פוטנציאל ,היה זיהום בעבר ששוקם,קל,שיקום ,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,ישראל מסלנט 20,ישראל מסלנט 20,2013,2014,יש זיהום ,לא נבדק ואין זיהום,בינוני,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
"ת""א",תל-אביב,לבונטין 17 - 19 מקווה ישראל 18 - 22 לב לבונטין,לבונטין 17,2012,2013,יש זיהום ,לא נבדק ואין זיהום,כבד,סקר גז קרקע,אחר,לא,לא,לא,לא,לא,לא,מיגון על פי חובה בתשריט
